pk_localidade;cd_cep;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
8181;13495000;RODOVIA IRACEMAPOLIS A STA BARBARA D OESTE;;BAIRRO DA CACHOEIRA;IRACEMAPOLIS;SP;-22,618197;-47,5098682
8183;18940000;SITIO CAMILO SOARES;SN;AGUA DO CAMILO;SAO PEDRO DO TURVO;SP;-22,7457654;-49,7432983
8184;15425000;SITIO SAO JOAO;SN;CORREGO DO COQUEIRO;EMBAUBA;SP;-20,9800692;-48,8329084
8185;15190000;RODOVIA PERICLES BELINE;;RURAL;NHANDEARA;SP;-20,6981087;-50,0423623
8187;08840000;AVENIDA FRANCISCO RODRIGUES FILHO;7476;BOTUJURU;MOGI DAS CRUZES;SP;-23,4794873;-46,1400251
8188;19970000;SITIO AGUA PARADA;SN;AGUA PARADA;PALMITAL;SP;-22,787936;-50,2199938
8189;79033070;RUA ARETI DELIGEORGE VAVAS;441;COL N S APARECIDA;CAMPO GRANDE;MS;-20,4227582;-54,5773922
8190;12140000;SITIO BAIRRO CACHOEIRA DOS PINTOS;SN;CACHOEIRA DOS PINTOS;SAO LUIZ DO PARAITINGA;SP;-23,2254868;-45,3161136
8191;13835000;SITIO SAO LAZARO;SN;PEDERNEIRAS;CONCHAL;SP;-22,337997;-47,1733742
8193;15760000;ESTANCIA PRIMAVERA;SN;CORREGO DO JATAI;URANIA;SP;-20,245927;-50,6459663
8194;17250000;SITIO CAROLINE;SN;DOS ALVES;BARIRI;SP;-22,075317;-48,7417603
8196;96400130;RUA GOMES CARNEIRO;1270;CENTRO;BAGE;RS;-31,327375;-54,1105921
8197;14680000;FAZENDA JACUTINGA;SN;RURAL;JARDINOPOLIS;SP;-21,0277616;-47,7772049
8198;18682970;FAZENDA RIO CLARO OU TUBUNAS;SN;SEDE;LENCOIS PAULISTA;SP;-22,6031745;-48,8041443
8200;18230000;CHACARA SANTO ANTONIO;SN;POCINHO;SAO MIGUEL ARCANJO;SP;-23,8786864;-47,9940081
8201;19470000;SITIO SINAI;SN;CAMPINAL;PRESIDENTE EPITACIO;SP;-21,7668575;-52,1096427
8202;14670000;CHACARA RECANTO MINEIRO;SN;RURAL;NUPORANGA;SP;-20,7302655;-47,7522938
8203;15790000;SITIO SANTO ANTONIO;SN;ZONA RARUL;RUBINEIA;SP;-20,1763707;-51,0075049
8205;16450000;SITIO SANTA QUIRINA;SN;7 DE ABRIL;GETULINA;SP;-21,7988905;-49,9288241
8206;13440000;SITIO SAO FRANCISCO II;SN;CAMPESTRE;SALTINHO;SP;-22,872197;-47,7341718
8207;15280000;ESTRADA MUNICIPAL TURIUBA A MONCOES;;PALMEIRAS;TURIUBA;SP;-20,9475914;-50,1104467
8208;14790000;SITIO SANTA CLARA;SN;ZONA RURAL;GUAIRA;SP;-20,3253713;-48,310855
8209;14580000;FAZENDA SAO JOAO GLEBA II;SN;RURAL;GUARA;SP;-20,4313642;-47,827858
8210;15275000;RUA PARANA;407;ZONA RURAL;MONCOES;SP;-20,8510191;-50,0920681
8212;12935000;BAIRRO DO RIO ACIMA;SN;RIO ACIMA;VARGEM;SP;-22,8875356;-46,4128896
8213;18940000;SITIO PALMITAL;SN;PALMITAL;SAO PEDRO DO TURVO;SP;-22,7457654;-49,7432983
8214;15410000;SITIO SAO LUIZ;SN;FAZENDA DOS COQUEIROS;CAJOBI;SP;-20,8777608;-48,8067919
8215;19820000;SITIO SANTO ANTONIO;SN;AGUA DO SANTO ANTONIO;TARUMA;SP;-22,7497183;-50,5792608
8216;14780970;FAZENDA VILA RICA;SN;IBITU;BARRETOS;SP;-20,5536189;-48,570285
8218;18540000;CHACARA BETEL;SN;XIRIRICA;PORTO FELIZ;SP;-23,2103852;-47,5247679
8219;18760000;SITIO AGUA MOLHADA;SN;TRES RANCHOS;CERQUEIRA CESAR;SP;-23,0384814;-49,1659897
8220;16340000;FAZENDA RECANTO;SN;GUAPORANGA;LUIZIANIA;SP;-21,6742212;-50,3299083
8221;15410000;SITIO SANTO AGOSTINHO;11;BELA VISTA;CAJOBI;SP;-20,8718112;-48,8196226
8222;15440000;CHACARA PADRE DE CEDRO;SN;INGAS OU PITANGUEIRAS;NOVA GRANADA;SP;-20,534071;-49,3203553
8223;18240000;SITIO BOA VISTA;SN;BAIRRO BOA VISTA;ANGATUBA;SP;-23,4948382;-48,4137924
8224;17340000;RODOVIA B BTA MINEIROS DO TIETE;1;VILA NOVA;BARRA BONITA;SP;-22,472994;-48,5637543
8225;14900000;SITIO SAO BENEDITO;SN;BREJAO;ITAPOLIS;SP;-21,5950536;-48,8163705
8227;13290000;SITIO ESTRADA DA CRUZ GRANDE;4376;BAIRRO SANTO ANTONIO;LOUVEIRA;SP;-23,1020339;-46,9807846
8228;14707030;FAZENDA SANTA CRUZ;SN;RURAL;BEBEDOURO;SP;-20,949552;-48,4795365
8229;14740000;SITIO SANTO ANTONIO;SN;BANHARAO;VIRADOURO;SP;-20,8723727;-48,2971044
8231;17740000;SITIO SANTO ANTONIO;SN;AGUA LIMPA;RINOPOLIS;SP;-21,7288743;-50,7243816
8232;13960000;SITIO ERNESTO;SN;MORAES;SOCORRO;SP;-22,5905906;-46,5282973
8234;38300124;AVENIDA DEZENOVE;1624;CENTRO;ITUIUTABA;MG;-18,9767926;-49,4650756
8235;18480000;ESTRADA DO BAIRRO RIBEIRAO BRANCO AO BAIRRO SAO FRANCISCO;;SAO FRANCISCO LAGEADO;ITAPORANGA;SP;-23,7047572;-49,4823246
8236;18230000;CHACARA SAO FRANCISCO;SN;POCINHO;SAO MIGUEL ARCANJO;SP;-23,8786864;-47,9940081
8237;68473000;AVENIDA BEIJA FLOR;22;UIRAPURU;NOVO REPARTIMENTO;PA;-4,3313596;-49,7964324
8238;62685000;LOCALIDADE PERITO IRRG CURU PARAIPABA;SN;ZONA RURAL;PARAIPABA;CE;-3,4383637;-39,1482174
8239;19600000;FAZENDA RODOVIA RAPOSO TAVARES SENTIDO P PRUDENTE ASSI;SN;GARDENIA;RANCHARIA;SP;-22,2302991;-50,8950739
8241;17600970;ESTANCIA HS;SN;AFONSO XIII;TUPA;SP;-21,9340017;-50,5195856
8242;18950000;SITIO RIBEIRO GRANDE A;SN;ZONA RURAL;IPAUSSU;SP;-23,0552782;-49,623678
8243;13995000;SITIO FRUTAL;SN;FRUTAL;SANTO ANTONIO DO JARDIM;SP;-22,1125612;-46,6849294
8244;15950000;ESTRADA SANTA ADELIA A URURAI;SN;CORREGO SALTINHO;SANTA ADELIA;SP;-21,24539;-48,8054958
8246;17455000;SITIO ITAPUA;SN;RURAL;FERNAO;SP;-22,3605675;-49,5221497
8247;15880000;SITIO SANTA FE;SN;PONTE ALTA;TABAPUA;SP;-20,9637379;-49,0262903
8248;15895000;SITIO NOSSA SENHORA APARECIDA;SN;CORREGO DA ABELHA;CEDRAL;SP;-20,9014217;-49,2668856
8250;13170036;ESTRADA MUNICIPAL SUMARE A TAQUARA BRANCA;SN;TAQUARA BRANCA;SUMARE;SP;-22,8209029;-47,2732726
8251;19740000;FAZENDA BOM JARDIM;SN;BORA;BORA;SP;-21,6236442;-49,7872313
8253;18230000;SITIO SAO JOSE;SN;BOA VISTA;SAO MIGUEL ARCANJO;SP;-23,8888022;-47,9811739
8254;13150000;SITIO SANTA MARIA;SN;QUILOMBO;COSMOPOLIS;SP;-22,6459365;-47,1967402
8256;;;;;;;-21,2525138;-48,3256762
8258;17860000;SITIO SANTA IZABEL;SN;SANTA MARIA;PACAEMBU;SP;-21,563131;-51,2658432
8260;36282000;RUA FILOMENA MENDONCA;165;PEDRA DO SINO;CARANDAI;MG;-20,9543398;-43,7913965
8261;17340000;ESTM BARRA BONITA BAIRRO BARREIRINHO;SN;BARREIRINHO;BARRA BONITA;SP;-22,472994;-48,5637543
8262;19500000;SITIO SANTO ANTONIO;SN;CRISTAL;MARTINOPOLIS;SP;-22,1495075;-51,1721033
8263;14870970;SITIO BELA VISTA;SN;ZONA RURAL;JABOTICABAL;SP;-21,2525138;-48,3256762
8264;15718000;FAZENDA BOA ESPERANCA;SN;CORREGO DO ESTREITO;PONTALINDA;SP;-20,4400912;-50,526222
8266;13720000;SITIO DA SENHORA APARECIDA;SN;ZONA RURAL;SAO JOSE DO RIO PARDO;SP;-21,5957703;-46,8877455
8267;17780000;CHACARA ALABAMA;SN;NUCLEO COLONIAL GUATAPORANGA;LUCELIA;SP;-21,7186744;-51,0219868
8269;18775000;ESTRADA IARAS A LENCOIS PAULISTA;;CAPIVARA;IARAS;SP;-22,875481;-49,1562756
8270;14390000;ESTANCIA PRIMAVERA;SN;RODOVIA;SANTO ANTONIO DA ALEGRIA;SP;-21,0869282;-47,1468151
8272;11800000;SITIO CORUJAS E BARRA DA CORUJA MARGEM DIREITA RASSUNGUI;SN;JUQUIA GUASSU;JUQUIA;SP;-24,319196;-47,6350613
8273;75820000;FAZENDA BONITO RODOVIA GO;184;ZONA RURAL;SERRANOPOLIS;GO;-18,3024313;-51,9575137
8275;15530000;VIA DE COSMORAMA A AMERICO DE CAMPOS;SN;ZONA RURAL;COSMORAMA;SP;-20,4780031;-49,7779205
8276;15350000;VIA VICINAL MUNICIPAL LUIZ BIDO;;CORREGO DAS CRUZES;AURIFLAMA;SP;-20,6841832;-50,5484648
8278;15773000;SITIO SANTO ANTONIO;SN;CORREGO DO ENGANO;NOVA CANAA PAULISTA;SP;-20,3840908;-50,948735
8279;19880000;SITIO SAO JOAO;SN;AGUA DA PIRAPITINGA;CANDIDO MOTA;SP;-22,7466667;-50,3880476
8280;90690000;RUA DOUTOR SALVADOR FRANCA;300;JARDIM BOTANICO;PORTO ALEGRE;RS;-30,0604611;-51,1849811
8282;13290000;ESTRADA MUNICIPAL LOUVEIRA VINHEDO;SN;CONCEICAO DO BARREIRO;LOUVEIRA;SP;-23,0947574;-46,9577459
8283;12990000;ESTRADA TOLEDO EXTREMA;SN;PITANGUEIRAS DE CIMA FURNAS;PEDRA BELA;SP;-22,7947984;-46,4433575
8284;17340000;SITIO ROCADA;SN;BAIRRO AGUA DA PONTE ALTA;BARRA BONITA;SP;-22,472994;-48,5637543
8285;19804355;FAZENDA SAO JOSE;SN;AGUA DO MELCHIOR;ASSIS;SP;-22,6606373;-50,404369
8286;17890000;SITIO SAO MARCOS;SN;ARIRANHA;JUNQUEIROPOLIS;SP;-21,5108173;-51,4346653
8288;15690000;SITIO M L;SN;FAZENDA AGUA VERMELHA;INDIAPORA;SP;-19,9815855;-50,2966119
8289;19300000;SITIO TRES ESTRELAS;SN;ARAXANS;PRESIDENTE BERNARDES;SP;-22,0077937;-51,5531899
8290;13400970;SITIO SANTO IGNACIO;SN;GODINHOS;PIRACICABA;SP;-22,7342864;-47,6480644
8291;16200970;ESTM BIRIGUI AO BAIRRO CAXIMBA;;BAIXOTES;BIRIGUI;SP;-21,2915055;-50,3436312
8292;17890000;ESTANCIA PRIMAVERA;SN;TAQUARUSSU;JUNQUEIROPOLIS;SP;-21,5108173;-51,4346653
8293;18400970;FAZENDA PIRITUBA;SN;AGROVILA IV;ITAPEVA;SP;-23,9793102;-48,8768997
8295;15150000;RODOVIA VICINAL DE POLONI A UNIAO PAULISTA;;CORREGO CATETO;MONTE APRAZIVEL;SP;-20,7683013;-49,7103963
8296;14260000;FAZENDA MONTE ALTO;SN;ZONA RURAL;CASSIA DOS COQUEIROS;SP;-21,2818916;-47,1687458
8297;19350000;FAZENDA SANTO ANTONIO DO BONFIM;SN;ZONA RURAL;EMILIANOPOLIS;SP;-21,8319065;-51,4836477
8298;14940000;FAZENDA TRES CORACOES;SN;DISTRITO DE CAMBARATIBA;IBITINGA;SP;-21,7567077;-48,8323618
8299;13630970;SITIO SAO JUDAS TADEU;SN;MATAO;PIRASSUNUNGA;SP;-21,9964647;-47,4261942
8300;13520000;FAZENDA SANTA CLARA II;SN;TANQUA;SAO PEDRO;SP;-22,5487399;-47,9100329
8302;39420000;FAZENDA POCOES;SN;ZONA RURAL;MIRABELA;MG;-16,2564823;-44,1606144
8303;18300999;SITIO BAIRRO DAS FORQUILHAS;SN;DAS FORQUILHAS;CAPAO BONITO;SP;-24,00216;-48,3502638
8304;19880000;SITIO SAO BENEDITO;SN;AGUA DO FOGO;CANDIDO MOTA;SP;-22,7466667;-50,3880476
8306;18400970;SITIO SAO JOSE;SN;PACOVA;ITAPEVA;SP;-23,9793102;-48,8768997
8307;18460000;SITIO SANTA RITA;SN;AGUDINHO;ITARARE;SP;-23,9585196;-46,329684
8308;17830000;SITIO DOIS IRMAOS;SN;ESTRADA 14;FLORIDA PAULISTA;SP;-21,6131815;-51,1729216
8309;78630000;RUA SANTA CATARINA;SN;CENTRO;CAMPINAPOLIS;MT;-14,5356797;-52,789965
8310;15220000;ESTANCIA SANTA LUZIA;SN;GUAJUVIRA;MENDONCA;SP;-21,1753067;-49,5685307
8311;15280000;ESTRADA MUNICIPAL TURIUBA MACAUBAL;SN;SANTA BARBARA;TURIUBA;SP;-20,9475914;-50,1104467
8312;88048450;SERVIDAO QUADROS;407;RIO TAVARES;FLORIANOPOLIS;SC;-27,6422081;-48,4713181
8314;13880000;FAZENDA BOA VISTA;SN;ZONA RURAL;VARGEM GRANDE DO SUL;SP;-21,8318653;-46,8932824
8315;44620000;AVENIDA 2 DE JULHO;940;CENTRO;BAIXA GRANDE;BA;-11,9550136;-40,1662152
8316;16300000;SITIO SANTA ANA;SN;CRUZEIRO;PENAPOLIS;SP;-21,4152377;-50,0773225
8318;72876051;QUADRA 17;;VALPARAISO I ETAPA A;VALPARAISO DE GOIAS;GO;-16,0812343;-47,9760366
8319;15495000;SITIO SAO PEDRO;SN;RURAL;RIOLANDIA;SP;-19,9818546;-49,6800955
8320;16640000;SITIO MONTE AZUL;SN;DUAS PONTES;BALBINOS;SP;-21,8967699;-49,3623695
8322;89248970;AVENIDA CELSO RAMOS;3696;CENTRO;GARUVA;SC;-26,0623802;-48,8571295
8323;16400970;FAZENDA CAMPO LINDO;SN;SUBURBIO;LINS;SP;-21,6733002;-49,7471388
8325;19430970;ESTM SPV;32;AREIA BRANCA;MARABA PAULISTA;SP;-22,1072362;-51,9621543
8326;18140000;ESTRADA DO PAIOL;534;SAO JOAO NOVO;SAO ROQUE;SP;-23,5307758;-47,1353997
8327;19960000;FAZENDA VELHA;SN;FAZENDA VELHA;CAMPOS NOVOS PAULISTA;SP;-22,6122703;-49,9976442
8328;16265000;ESTRADA MUNICIPAL BAIRRO CORREGO SECO;;CORREGO SECO;BREJO ALEGRE;SP;-21,1660735;-50,1836844
8329;18440000;RODOVIA ITABERA TAQUARITUBA;;TORIBA DO SUL;ITABERA;SP;-23,8559559;-49,1358007
8330;16880000;ESTRADA MUNICIPAL VALPARAISO BENTO DE ABREU APOS O CAMPO DE AVIACAO;SN;CAMPO DE AVIACAO;VALPARAISO;SP;-21,2294354;-50,8593077
8331;15830000;ESTRADA DE PINDORAMA A ROBERTO;SN;JACUBA;PINDORAMA;SP;-21,1868405;-48,9095433
8332;13515000;SITIO SANTA ADELAIDE;SN;JACUTINGA;CHARQUEADA;SP;-22,5131732;-47,773567
8333;15300000;FAZENDA PINGO DE OURO;SN;ZONA RURAL;GENERAL SALGADO;SP;-20,6445174;-50,3637524
8334;14620000;ESTRADA MUNICIPAL PALMEIRAS MORRO CAVADO;;RURAL;ORLANDIA;SP;-20,7175404;-47,8858187
8335;15420000;SITIO SANTA EULALIA;SN;GLORIA;GUARACI;SP;-20,4991429;-48,9455205
8336;17380000;SITIO RECANTO COLORADO;SN;GRAMADO;BROTAS;SP;-22,279958;-48,1255698
8337;18170000;ESTRADA PIEDADE A TAPIRAI;SN;LIBERDADE;PIEDADE;SP;-23,7144314;-47,4260259
8338;15760000;CHACARA BELA VISTA;SN;CORREGO COMPRIDO;URANIA;SP;-20,2379675;-50,6423049
8340;18960000;SITIO SANTA ADELAIDE;SN;CACHOEIRA;BERNARDINO DE CAMPOS;SP;-23,0147985;-49,4731864
8341;19640000;SITIO SAO SEBASTIAO;SN;AGUA DA VALA;IEPE;SP;-22,6606401;-51,0783604
8343;78870000;RODOVIA MT 130;;ZONA RURAL;PARANATINGA;MT;-14,4316235;-54,0524552
8344;16200970;ESTRADA CHACARA SANTO ANTONIO;SN;BAIXOTE;BIRIGUI;SP;-21,2915055;-50,3436312
8346;23026060;RUA B;1;GUARATIBA;RIO DE JANEIRO;RJ;-22,9861199;-43,6237358
8347;12500970;FAZENDA BARBOSA;SN;RIO ACIMA;GUARATINGUETA;SP;-22,8080266;-45,1942201
8348;18360000;ESTRADA APIAI A ITAOCA SERRA ATLANTICA;;QUATIS;ITAOCA;SP;-24,639742;-48,8417538
8350;96495000;RUA JOSE FERNANDO PANTOJA;475;DARIO LASSANCE;CANDIOTA;RS;-31,5520478;-53,6778151
8352;15215000;ESTRADA RURAL;70;NOVA ITAPIREMA AGROVILA;NOVA ALIANCA;SP;-21,0161216;-49,4991038
8354;19930000;SITIO ESTRELA DO SUL II;SN;AGUA DO MATAO;RIBEIRAO DO SUL;SP;-22,7849852;-49,9312702
8355;18150000;SITIO BOA VISTA;SN;FEITAL;IBIUNA;SP;-23,6601008;-47,223489
8356;18500000;SITIO DA ESCOLA;SN;PEDERNEIRAS;LARANJAL PAULISTA;SP;-23,0510503;-47,838004
8358;13400970;RODOVIA PIRACICABA A ANHEMBI;SN;SAO SEBASTIAO;PIRACICABA;SP;-22,7342864;-47,6480644
8360;19300000;FAZENDA OLHO D AGUA;SN;OURO VERDE;PRESIDENTE BERNARDES;SP;-22,0077937;-51,5531899
8361;19210000;SITIO SAO JOSE;SN;ZONA RURAL;TARABAI;SP;-22,3020842;-51,5626149
8362;18380000;ESTRADA BAIRRO ANTUNES SP;;ANTUNES;RIBEIRA;SP;-24,6380248;-48,9980836
8363;15170000;SITIO LAGEADO;SN;RURAL;TANABI;SP;-20,6286479;-49,6546435
8364;15650000;SITIO TRES IRMAOS II;SN;CENTRO;ESTRELA D OESTE;SP;-20,2866742;-50,400972
8365;14350000;SITIO SAO GERALDO;SN;ZONA RURAL;ALTINOPOLIS;SP;-21,0227981;-47,3742385
8366;97590000;RUA BARAO DO RIO BRANCO;3367;NOSSA SENHORA DO ROSARIO;ROSARIO DO SUL;RS;-30,255843;-54,9254751
8368;16340000;SITIO SANTO ANTONIO;SN;VOLTA GRANDE;LUIZIANIA;SP;-21,6709647;-50,3688312
8369;16750000;ESTRADA MUNICIPAL RUBIACEA AO BAIRRO JANGADINHA;;JANGADINHA;RUBIACEA;SP;-21,3010384;-50,7300362
8371;16230000;SITIO SAO JOSE;SN;STEVANELLI;PIACATU;SP;-21,592614;-50,6008152
8372;16500000;FAZENDA ARARIBA;SN;NOVA PROMISSAO;CAFELANDIA;SP;-21,8031143;-49,6099581
8373;18325000;SITIO PINHALZINHO;SN;PINHALZINHO;BARRA DO CHAPEU;SP;-24,4726918;-49,0242537
8374;06730000;ESTRADA DA BONANZA;211;DA LAGOA;VARGEM GRANDE PAULISTA;SP;-23,6054693;-47,0262182
8375;13360000;FAZENDA BOM JARDIM;SN;SEDE;CAPIVARI;SP;-22,9972026;-47,512814
8376;17830000;SITIO SANTO ANTONIO;SN;CAPIM FINO;FLORIDA PAULISTA;SP;-21,6131815;-51,1729216
8377;79610200;AVENIDA MUNICIPAL;SN;DISTRITO INDUSTRIAL;TRES LAGOAS;MS;-20,7881689;-51,7030483
8378;19840000;SITIO CACADOR;SN;AGUA DO CACADOR;MARACAI;SP;-22,6154961;-50,6682701
8379;19640000;FAZENDA SAO JOSE;SN;CARACOL;IEPE;SP;-22,6606401;-51,0783604
8380;15990000;SITIO SAO JOAO;SN;SAO LOURENCO DO TURVO;MATAO;SP;-21,6029893;-48,3644226
8381;17290000;SITIO SERTAOZINHO V;SN;SERTAOZINHO;MACATUBA;SP;-22,504198;-48,71221
8382;19680000;SITIO SANTA BARBARA;SN;AGUA DO CEDRO;JOAO RAMALHO;SP;-22,2478133;-50,7698346
8383;17780000;SITIO NOSSA SENHORA APARECIDA;SN;MIL ALQUEIRES;LUCELIA;SP;-21,7186744;-51,0219868
8384;18650000;SITIO SANTO ANTONIO;SN;ZONA RURAL;SAO MANUEL;SP;-22,7324847;-48,5724499
8386;68555011;AVENIDA XINGU;394;CENTRO;XINGUARA;PA;-7,1060028;-49,9416546
8388;35620000;AVENIDA GETULIO VARGAS;156;CENTRO;ABAETE;MG;-19,1566883;-45,4478632
8389;12701970;FAZENDA PAIOL DO ITAGACABA;SN;ITAGACABA;CRUZEIRO;SP;-22,5818063;-44,9463471
8390;19430000;SITIO SAO PEDRO;SN;AREIA BRANCA;MARABA PAULISTA;SP;-22,1072362;-51,9621543
8392;78580000;SETOR MARG DIREIT RIO JURUENA;SN;ZONA RURAL;ALTA FLORESTA;MT;-9,8671497;-56,0871877
8393;16220000;ESTRADA MUNICIPAL;;BARREIRO;GABRIEL MONTEIRO;SP;-21,5314702;-50,5587283
8394;19300000;FAZENDA ASSENTAMENTO AGUA LIMPA;;OURO VERDE;PRESIDENTE BERNARDES;SP;-22,0077937;-51,5531899
8395;12530000;FAZENDA CACHOEIRA;SN;CACHOEIRA;CUNHA;SP;-23,0840893;-44,9610465
8396;18310000;SITIO FRANCISCOS;1;DOS FRANCISCOS;GUAPIARA;SP;-24,1896991;-48,5300136
8397;79590000;RUA VEREADOR JOSE ALEXANDRE TRINDADE;269;CENTRO;SELVIRIA;MS;-20,3695809;-51,4191192
8398;69901585;RUA JOAQUIM MACEDO;540;PLACAS;RIO BRANCO;AC;-9,9516407;-67,8024912
8399;18550000;ESTRADA MUNICIPAL BOITUVA PORTO FELIZ ALTURA DO;;BAIRRO MARIA ALVES;BOITUVA;SP;-23,2860188;-47,6790285
8400;19260000;SITIO VALMIR;SN;COL NOVA BESSARABIA;MIRANTE DO PARANAPANEMA;SP;-22,294824;-51,9078245
8401;16300000;SITIO BELA VISTA;SN;BARRA BONITA;PENAPOLIS;SP;-21,4152377;-50,0773225
8402;18460000;SITIO PONTE ALTA;SN;PONTE ALTA;ITARARE;SP;-24,1089373;-49,3356859
8404;18160000;ESTRADA DO CAPAO REDONDO;310;CAPAO REDONDO;SALTO DE PIRAPORA;SP;-23,6443472;-47,5720968
8405;14930000;RODOVIA ARARAQUARA JAU;;ZONA RURAL;BOA ESPERANCA DO SUL;SP;-21,997607;-48,3902551
8406;15980000;FAZENDA ARAGUARI;SN;RURAL;DOBRADA;SP;-21,5160108;-48,3939305
8408;48485000;RUA SAO MARCOS;;LUIZ E MAGALHAES;SATIRO DIAS;BA;-11,5933669;-38,5941731
8409;15120000;SITIO SANTA RITA;SN;CORREGO SERTAO DOS INACIOS;NEVES PAULISTA;SP;-20,8423893;-49,6313976
8410;14490000;FAZENDA MERGULHAO;SN;MERGULHAO MORANGA;RIFAINA;SP;-20,0807296;-47,4295515
8411;76806659;RODOVIA BR 364;;ZONA RURAL;PORTO VELHO;RO;-8,7848652;-63,8967416
8412;15990970;SITIO SAO LUIS;SN;ZONA RURAL;MATAO;SP;-21,6029893;-48,3644226
8413;14790000;FAZENDA LAGEADO;SN;ZONA RURAL;GUAIRA;SP;-20,3253713;-48,310855
8414;14570000;SITIO SANTA ELIZA;SN;RURAL;BURITIZAL;SP;-20,1936224;-47,7105454
8415;;;;;;;-23,1067087;-48,6123867
8416;16290000;SITIO SAO FRANCISCO;SN;AGUA LIMPA;BRAUNA;SP;-21,4995114;-50,3179587
8417;51130290;RUA BALTAZAR PASSOS;301;BOA VIAGEM;RECIFE;PE;-8,1440026;-34,9075714
8418;14940000;ESTRADA PARA O BAIRRO MACAUBA;SN;MACAUBA;IBITINGA;SP;-21,7567077;-48,8323618
8419;19260000;SITIO NOSSA SENHORA APARECIDA;SN;ENGENHEIRO VERAS;MIRANTE DO PARANAPANEMA;SP;-22,294824;-51,9078245
8421;12940970;SITIO DOS MARTINIANOS;SN;CACHOEIRA;ATIBAIA;SP;-23,1175492;-46,5567066
8422;15630000;SITIO BOA FE;;CORREGO FORTE;PEDRANOPOLIS;SP;-20,2477513;-50,1098891
8423;15910000;SITIO SAO JOSE;SN;MESSIAS;MONTE ALTO;SP;-21,2654139;-48,4976456
8424;16920000;SITIO MONTE MOR;SN;CORREGO SAO ROBERTO;CASTILHO;SP;-20,8718154;-51,4902387
8426;13870480;RUA AGOSTINHO PIRES DE AGUIAR;51;SAO LAZARO;SAO JOAO DA BOA VISTA;SP;-21,9725586;-46,7934435
8428;20050093;RUA URUGUAIANA;39;CENTRO;RIO DE JANEIRO;RJ;-22,9050473;-43,1797365
8430;41820020;AVENIDA TANCREDO NEVES;2421;CENTRO;SALVADOR;BA;-12,9796782;-38,4513853
8431;37488970;RUA SETE DE SETEMBRO;581B;CENTRO;OLIMPIO NORONHA;MG;-22,0558905;-45,2582004
8433;35810000;RUA DAS PALMEIRAS;65;CENTRO;PASSABEM;MG;-19,3513969;-43,1387368
8435;45000195;PRACA HERCILIO LIMA;95;CENTRO;VITORIA DA CONQUISTA;BA;-14,8619237;-40,8445346
8437;15800020;RUA MARANHAO;1405;CENTRO;CATANDUVA;SP;-21,1427273;-48,9758999
8438;11250000;AVENIDA MANOEL DA NOBREGA;220;JARDIM LIDO;BERTIOGA;SP;-23,8435965;-46,136627
8439;98465000;AVENIDA BENTO GONALVES;2006;CENTRO;AMETISTA DO SUL;RS;-27,3585463;-53,1883249
8441;03910035;RUA ROQUE RICCIARDI;53;JARDIM CATARINA;SAO PAULO;SP;-23,5844766;-46,5172382
6639;52011010;RUA DAS PERNAMBUCANAS;407;GRACAS;RECIFE;PE;-8,0508287;-34,9025741
8443;37550117;RUA CORONEL HERCULANO COBRA;152;CENTRO;POUSO ALEGRE;MG;-22,2312682;-45,9337758
8445;47640000;RUA FRANCISCO COIMBRA;379;CENTRO;SANTA MARIA DA VITORIA;BA;-13,3889434;-44,2000294
8447;74912460;AVENIDA SAO PAULO;SN;JARDIM ESMERALDAS;APARECIDA DE GOIANIA;GO;-16,813698;-49,3132016
8448;03429000;RUA JOAO VIEIRA PRIOSTE;785;VILA CARRAO;SAO PAULO;SP;-23,5521806;-46,5397154
8450;22745004;ESTRADA DOS TRES RIOS;90;JACAREPAGUA;RIO DE JANEIRO;RJ;-22,9399879;-43,3425699
8451;02113012;AVENIDA GUILHERME COTCHING;1600;VILA MARIA;SAO PAULO;SP;-23,515821;-46,5874441
8453;37006710;RUA THOMAZ SILVA;150;JARDIM PETROPOLIS;VARGINHA;MG;-21,565591;-45,447081
8454;60411135;AVENIDA DOS EXPEDICIONARIOS;4949;AEROPORTO;FORTALEZA;CE;-3,7630721;-38,5405856
8456;37950000;RUA JOSE OSIAS DE SILLOS;757;JARDIM MORADA DO SOL;SAO SEBASTIAO DO PARAISO;MG;-20,9172128;-46,9841443
8457;36016311;AVENIDA BARAO DO RIO BRANCO;2872;CENTRO;JUIZ DE FORA;MG;-21,7672095;-43,348549
8459;11900000;RUA CELSO XAVIER;483;CENTRO;REGISTRO;SP;-24,4936351;-47,8460253
8460;63560000;RUA JANUARIO PEREIRA;SN;CENTRO;ACOPIARA;CE;-6,0944789;-39,4545269
8461;39450000;RUA LUCAS ALKIMIM;285;CENTRO;VARZELANDIA;MG;-15,7038854;-44,0322807
8462;82510050;RUA ESTADOS UNIDOS;1221;BACACHERI;CURITIBA;PR;-25,4023009;-49,244914
8464;11060000;AVENIDA ANA COSTA;79;VILA MATIAS;SANTOS;SP;-23,9470069;-46,3300755
8465;72210180;QNM 18 CONJUNTO A;;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297
8466;45345000;RUA RUI BARBOSA;27;CENTRO;JAGUAQUARA;BA;-13,5278168;-39,9714602
